date,campaign,funnel_stage,ad_set,ad,creative_id,ad_type,platform,audience,audience_type,audience_size,impressions,clicks,spend,cpc,cpm,video_views,leads,conversions,revenue
2024-03-07,Conversions,Conversion,Set_1,Ad_18,Creative_8,Video,Instagram,Custom_List_Past_Purchasers,Custom_List,Narrow,1025,39,14.71,0.38,14.35,0,1,1,62.7
2024-01-01,Conversions,Conversion,Set_4,Ad_10,Creative_6,Image,LinkedIn,Retargeting_Cart_Abandoners,Retargeting,Broad,976,24,12.77,0.53,13.08,0,0,1,62.56
2024-01-10,Video_Views,Awareness,Set_3,Ad_18,Creative_6,Image,X,Interest_In_Sustainable_Fashion,Interest,Broad,958,10,7.11,0.71,7.42,5,0,0,0.0
2024-01-18,Retargeting,Conversion,Set_4,Ad_4,Creative_2,Image,Instagram,Interest_In_Tech_Gadgets,Interest,Narrow,1018,3,1.99,0.66,1.95,0,0,0,0.0
2024-02-05,Video_Views,Awareness,Set_2,Ad_2,Creative_10,Carousel,LinkedIn,Interest_In_Organic_Food,Interest,Medium,1005,38,29.78,0.78,29.63,19,0,0,0.0
2024-02-09,Brand_Awareness,Awareness,Set_2,Ad_13,Creative_10,Image,LinkedIn,Lookalike_Recent_Purchasers,Lookalike,Broad,970,12,7.64,0.64,7.88,0,0,0,0.0
2024-01-10,Retargeting,Conversion,Set_2,Ad_7,Creative_4,Image,X,Interest_In_Sustainable_Fashion,Interest,Broad,1012,6,3.39,0.57,3.35,0,0,0,0.0
2024-03-29,Brand_Awareness,Awareness,Set_2,Ad_18,Creative_6,Image,LinkedIn,Retargeting_Product_Viewers,Retargeting,Narrow,1014,1,0.76,0.76,0.75,0,0,0,0.0
2024-01-05,Retargeting,Conversion,Set_2,Ad_17,Creative_6,Image,LinkedIn,Interest_In_Tech_Gadgets,Interest,Narrow,980,9,4.77,0.53,4.87,0,0,0,0.0
2024-01-05,Conversions,Conversion,Set_2,Ad_14,Creative_5,Carousel,Instagram,Lookalike_Top_Spenders,Lookalike,Narrow,1005,24,9.98,0.42,9.93,0,0,1,61.72
2024-01-04,Video_Views,Awareness,Set_4,Ad_9,Creative_3,Image,LinkedIn,Retargeting_Product_Viewers,Retargeting,Narrow,1002,31,19.35,0.62,19.31,23,0,1,35.68
2024-01-05,Video_Views,Awareness,Set_2,Ad_13,Creative_4,Carousel,TikTok,Broad_35-54_UK,Broad,Broad,975,6,4.92,0.82,5.05,4,0,0,0.0
2024-03-19,Conversions,Conversion,Set_3,Ad_4,Creative_3,Image,LinkedIn,Interest_In_Sustainable_Fashion,Interest,Broad,1021,33,19.26,0.58,18.86,0,0,1,61.7
2024-02-25,Traffic,Consideration,Set_2,Ad_3,Creative_7,Carousel,LinkedIn,Custom_List_Newsletter_Subscribers,Custom_List,Medium,1039,15,7.91,0.53,7.61,0,0,0,0.0
2024-01-13,Conversions,Conversion,Set_1,Ad_8,Creative_8,Carousel,TikTok,Custom_List_Newsletter_Subscribers,Custom_List,Medium,1018,44,33.21,0.75,32.62,0,0,1,53.56
2024-02-10,Conversions,Conversion,Set_1,Ad_11,Creative_8,Carousel,X,Retargeting_Cart_Abandoners,Retargeting,Broad,967,29,13.94,0.48,14.42,0,0,1,51.82
2024-01-04,Retargeting,Conversion,Set_1,Ad_15,Creative_5,Image,X,Interest_In_Sustainable_Fashion,Interest,Narrow,1039,29,14.2,0.49,13.67,0,0,1,34.02
2024-01-15,Traffic,Consideration,Set_3,Ad_11,Creative_2,Carousel,Instagram,Interest_In_Tech_Gadgets,Interest,Narrow,994,16,3.94,0.25,3.96,0,0,0,0.0
2024-01-04,Brand_Awareness,Awareness,Set_3,Ad_16,Creative_8,Image,X,Lookalike_Top_Spenders,Lookalike,Broad,1045,24,21.46,0.89,20.54,0,0,0,0.0
2024-01-30,Traffic,Consideration,Set_1,Ad_20,Creative_4,Carousel,X,Retargeting_Product_Viewers,Retargeting,Narrow,1020,4,3.98,1.0,3.9,0,0,0,0.0
2024-04-02,Retargeting,Conversion,Set_3,Ad_15,Creative_5,Carousel,X,Interest_In_Luxury_Travel,Interest,Narrow,1042,5,4.07,0.81,3.91,0,0,0,0.0
2024-01-09,Traffic,Consideration,Set_2,Ad_19,Creative_8,Video,Facebook,Interest_In_Luxury_Travel,Interest,Broad,1026,21,10.4,0.5,10.14,0,0,0,0.0
2024-01-24,Brand_Awareness,Awareness,Set_3,Ad_11,Creative_4,Video,Facebook,Interest_In_Luxury_Travel,Interest,Broad,1038,34,11.17,0.33,10.76,0,0,1,25.04
2024-02-10,Video_Views,Awareness,Set_3,Ad_9,Creative_1,Image,Facebook,Lookalike_Top_Spenders,Lookalike,Broad,963,0,0.0,0.0,0.0,0,0,0,0.0
2024-02-09,Conversions,Conversion,Set_2,Ad_16,Creative_4,Carousel,TikTok,Retargeting_Cart_Abandoners,Retargeting,Medium,976,28,19.99,0.71,20.48,0,0,1,55.05
2024-04-23,Conversions,Conversion,Set_3,Ad_19,Creative_9,Image,Instagram,Lookalike_Recent_Purchasers,Lookalike,Narrow,994,6,4.06,0.68,4.08,0,0,0,0.0
2024-02-15,Brand_Awareness,Awareness,Set_4,Ad_20,Creative_3,Image,TikTok,Custom_List_Newsletter_Subscribers,Custom_List,Narrow,1006,22,14.69,0.67,14.6,0,0,0,0.0
2024-01-30,Video_Views,Awareness,Set_2,Ad_12,Creative_5,Carousel,LinkedIn,Interest_In_Tech_Gadgets,Interest,Narrow,1020,23,11.13,0.48,10.91,17,0,0,0.0
2024-02-02,Video_Views,Awareness,Set_1,Ad_4,Creative_1,Video,Facebook,Interest_In_Tech_Gadgets,Interest,Broad,1031,17,8.41,0.49,8.16,16,0,0,0.0
2024-01-22,Traffic,Consideration,Set_3,Ad_15,Creative_2,Carousel,X,Interest_In_Luxury_Travel,Interest,Narrow,1062,24,11.66,0.49,10.98,0,0,0,0.0
2024-01-24,Retargeting,Conversion,Set_3,Ad_6,Creative_6,Video,LinkedIn,Interest_In_Home_Fitness,Interest,Medium,1070,14,8.89,0.64,8.31,0,0,0,0.0
2024-03-07,Conversions,Conversion,Set_4,Ad_6,Creative_6,Image,Facebook,Interest_In_Home_Fitness,Interest,Narrow,1023,17,5.86,0.34,5.73,0,0,0,0.0
2024-01-23,Conversions,Conversion,Set_4,Ad_20,Creative_10,Image,Instagram,Interest_In_Home_Fitness,Interest,Broad,978,38,10.72,0.28,10.96,0,0,1,49.81
2024-01-18,Conversions,Conversion,Set_1,Ad_16,Creative_5,Image,Facebook,Broad_18-34_US,Broad,Medium,939,21,9.87,0.47,10.51,0,0,2,57.8
2024-01-21,Traffic,Consideration,Set_3,Ad_13,Creative_5,Video,LinkedIn,Lookalike_Top_Spenders,Lookalike,Broad,972,32,18.88,0.59,19.42,0,0,0,0.0
2024-02-01,Retargeting,Conversion,Set_1,Ad_2,Creative_9,Carousel,LinkedIn,Lookalike_Top_Spenders,Lookalike,Narrow,1005,24,13.27,0.55,13.2,0,0,0,0.0
2024-01-16,Brand_Awareness,Awareness,Set_1,Ad_15,Creative_7,Image,TikTok,Broad_18-34_US,Broad,Medium,1022,24,17.71,0.74,17.33,0,0,1,17.74
2024-03-25,Traffic,Consideration,Set_3,Ad_5,Creative_2,Carousel,Facebook,Interest_In_Organic_Food,Interest,Broad,973,12,4.23,0.35,4.35,0,0,0,0.0
2024-01-22,Traffic,Consideration,Set_1,Ad_6,Creative_8,Image,Instagram,Interest_In_Organic_Food,Interest,Broad,1014,19,9.01,0.47,8.89,0,0,0,0.0
2024-02-22,Conversions,Conversion,Set_4,Ad_3,Creative_6,Carousel,LinkedIn,Retargeting_Product_Viewers,Retargeting,Narrow,1022,24,14.18,0.59,13.87,0,0,0,0.0
2024-03-17,Retargeting,Conversion,Set_3,Ad_3,Creative_2,Video,TikTok,Custom_List_Past_Purchasers,Custom_List,Medium,1010,23,18.86,0.82,18.67,0,0,0,0.0
2024-01-06,Traffic,Consideration,Set_2,Ad_7,Creative_1,Carousel,LinkedIn,Interest_In_Luxury_Travel,Interest,Medium,954,36,14.55,0.4,15.25,0,0,0,0.0
2024-01-30,Traffic,Consideration,Set_3,Ad_20,Creative_6,Carousel,Facebook,Interest_In_Tech_Gadgets,Interest,Medium,987,32,7.85,0.25,7.95,0,0,0,0.0
2024-01-01,Video_Views,Awareness,Set_1,Ad_15,Creative_8,Video,TikTok,Lookalike_Recent_Purchasers,Lookalike,Broad,990,41,29.66,0.72,29.96,22,0,0,0.0
2024-01-02,Video_Views,Awareness,Set_2,Ad_19,Creative_5,Image,Facebook,Custom_List_Past_Purchasers,Custom_List,Medium,968,17,3.34,0.2,3.45,12,0,0,0.0
2024-01-09,Video_Views,Awareness,Set_2,Ad_6,Creative_2,Image,Facebook,Broad_35-54_UK,Broad,Broad,984,22,1.1,0.05,1.12,7,0,0,0.0
2024-02-15,Conversions,Conversion,Set_2,Ad_19,Creative_2,Carousel,TikTok,Retargeting_Email_Engagers,Retargeting,Medium,1023,38,18.35,0.48,17.94,0,0,1,51.82
2024-01-29,Conversions,Conversion,Set_1,Ad_10,Creative_9,Image,Facebook,Broad_18-34_US,Broad,Narrow,1043,21,11.38,0.54,10.91,0,0,1,49.67
2024-01-02,Conversions,Conversion,Set_4,Ad_19,Creative_5,Image,TikTok,Interest_In_Sustainable_Fashion,Interest,Broad,995,18,10.13,0.56,10.18,0,0,1,56.68
2024-02-17,Traffic,Consideration,Set_4,Ad_11,Creative_1,Image,Instagram,Lookalike_Top_Spenders,Lookalike,Narrow,995,11,2.21,0.2,2.22,0,0,0,0.0
2024-02-04,Brand_Awareness,Awareness,Set_4,Ad_10,Creative_9,Carousel,Facebook,Interest_In_Home_Fitness,Interest,Narrow,1001,15,3.61,0.24,3.61,0,0,0,0.0
2024-03-17,Conversions,Conversion,Set_3,Ad_14,Creative_7,Carousel,TikTok,Retargeting_Product_Viewers,Retargeting,Broad,992,27,12.46,0.46,12.56,0,0,0,0.0
2024-01-08,Retargeting,Conversion,Set_3,Ad_20,Creative_9,Carousel,X,Retargeting_Product_Viewers,Retargeting,Narrow,1036,17,12.23,0.72,11.81,0,0,0,0.0
2024-01-30,Traffic,Consideration,Set_4,Ad_6,Creative_7,Carousel,TikTok,Lookalike_Recent_Purchasers,Lookalike,Narrow,1029,27,20.92,0.77,20.33,0,0,0,0.0
2024-02-05,Retargeting,Conversion,Set_3,Ad_20,Creative_10,Video,Facebook,Interest_In_Luxury_Travel,Interest,Medium,956,17,8.97,0.53,9.38,0,0,0,0.0
2024-02-16,Brand_Awareness,Awareness,Set_3,Ad_7,Creative_1,Carousel,Instagram,Custom_List_Past_Purchasers,Custom_List,Narrow,1006,26,8.38,0.32,8.33,0,0,0,0.0
2024-02-08,Brand_Awareness,Awareness,Set_1,Ad_7,Creative_4,Image,Facebook,Retargeting_Product_Viewers,Retargeting,Medium,992,12,3.83,0.32,3.86,0,0,0,0.0
2024-01-26,Brand_Awareness,Awareness,Set_3,Ad_13,Creative_5,Image,TikTok,Broad_18-34_US,Broad,Narrow,977,16,8.38,0.52,8.58,0,0,0,0.0
2024-01-20,Traffic,Consideration,Set_3,Ad_1,Creative_5,Carousel,Instagram,Interest_In_Home_Fitness,Interest,Broad,989,12,5.21,0.43,5.27,0,0,0,0.0
2024-01-05,Retargeting,Conversion,Set_2,Ad_13,Creative_4,Carousel,LinkedIn,Broad_35-54_UK,Broad,Narrow,953,16,10.68,0.67,11.21,0,0,0,0.0
2024-01-07,Traffic,Consideration,Set_1,Ad_5,Creative_4,Image,X,Interest_In_Sustainable_Fashion,Interest,Medium,1019,6,5.07,0.85,4.98,0,0,0,0.0
2024-01-15,Video_Views,Awareness,Set_4,Ad_15,Creative_7,Video,Facebook,Broad_35-54_UK,Broad,Medium,1031,1,0.37,0.37,0.36,0,0,0,0.0
2024-01-07,Brand_Awareness,Awareness,Set_3,Ad_5,Creative_10,Carousel,TikTok,Custom_List_Past_Purchasers,Custom_List,Narrow,1041,8,7.18,0.9,6.9,0,0,0,0.0
2024-02-21,Video_Views,Awareness,Set_4,Ad_14,Creative_9,Image,LinkedIn,Retargeting_Cart_Abandoners,Retargeting,Medium,996,17,13.32,0.78,13.37,10,0,0,0.0
2024-01-19,Retargeting,Conversion,Set_4,Ad_5,Creative_6,Carousel,Facebook,Lookalike_Top_Spenders,Lookalike,Medium,1046,19,9.33,0.49,8.92,0,0,0,0.0
2024-02-01,Traffic,Consideration,Set_3,Ad_2,Creative_1,Carousel,Facebook,Interest_In_Sustainable_Fashion,Interest,Narrow,1032,24,9.74,0.41,9.44,0,0,0,0.0
2024-01-13,Conversions,Conversion,Set_1,Ad_1,Creative_5,Image,TikTok,Custom_List_Past_Purchasers,Custom_List,Medium,1024,9,8.08,0.9,7.89,0,0,0,0.0
2024-01-24,Retargeting,Conversion,Set_2,Ad_12,Creative_5,Video,X,Interest_In_Home_Fitness,Interest,Medium,1017,16,8.1,0.51,7.96,0,0,0,0.0
2024-01-12,Brand_Awareness,Awareness,Set_4,Ad_18,Creative_3,Carousel,TikTok,Custom_List_Newsletter_Subscribers,Custom_List,Narrow,1010,25,8.8,0.35,8.71,0,0,0,0.0
2024-02-11,Retargeting,Conversion,Set_4,Ad_8,Creative_3,Carousel,TikTok,Retargeting_Product_Viewers,Retargeting,Medium,978,36,28.48,0.79,29.12,0,0,0,0.0
2024-02-05,Traffic,Consideration,Set_1,Ad_18,Creative_4,Carousel,Instagram,Broad_18-34_US,Broad,Broad,997,3,0.89,0.3,0.89,0,0,0,0.0
2024-03-25,Retargeting,Conversion,Set_2,Ad_6,Creative_9,Video,LinkedIn,Retargeting_Product_Viewers,Retargeting,Broad,981,19,10.07,0.53,10.27,0,0,1,7.8
2024-01-23,Brand_Awareness,Awareness,Set_4,Ad_2,Creative_6,Image,X,Interest_In_Home_Fitness,Interest,Broad,1012,17,8.69,0.51,8.59,0,0,0,0.0
2024-01-25,Retargeting,Conversion,Set_2,Ad_3,Creative_10,Video,TikTok,Retargeting_Email_Engagers,Retargeting,Broad,1003,37,22.62,0.61,22.55,0,0,1,25.01
2024-02-27,Traffic,Consideration,Set_1,Ad_3,Creative_3,Carousel,LinkedIn,Custom_List_Newsletter_Subscribers,Custom_List,Broad,1076,22,15.82,0.72,14.7,0,0,0,0.0
2024-01-03,Brand_Awareness,Awareness,Set_2,Ad_11,Creative_1,Video,Instagram,Interest_In_Organic_Food,Interest,Broad,1002,16,2.65,0.17,2.64,0,0,0,0.0
2024-01-09,Conversions,Conversion,Set_1,Ad_16,Creative_1,Video,Facebook,Retargeting_Cart_Abandoners,Retargeting,Medium,983,14,6.35,0.45,6.46,0,0,0,0.0
2024-03-02,Video_Views,Awareness,Set_3,Ad_19,Creative_10,Carousel,X,Custom_List_Newsletter_Subscribers,Custom_List,Broad,1023,22,16.7,0.76,16.32,16,0,1,24.73
2024-01-10,Retargeting,Conversion,Set_2,Ad_12,Creative_7,Video,LinkedIn,Interest_In_Luxury_Travel,Interest,Broad,986,6,6.0,1.0,6.09,0,0,0,0.0
2024-04-14,Traffic,Consideration,Set_1,Ad_8,Creative_6,Carousel,TikTok,Lookalike_Top_Spenders,Lookalike,Medium,1023,36,17.39,0.48,17.0,0,0,1,32.29
2024-01-08,Brand_Awareness,Awareness,Set_3,Ad_18,Creative_3,Video,X,Custom_List_Past_Purchasers,Custom_List,Medium,1006,24,11.2,0.47,11.13,0,0,1,33.56
2024-01-01,Traffic,Consideration,Set_3,Ad_19,Creative_4,Image,X,Interest_In_Tech_Gadgets,Interest,Narrow,997,23,15.89,0.69,15.94,0,0,1,16.09
2024-01-06,Brand_Awareness,Awareness,Set_3,Ad_20,Creative_10,Image,Facebook,Interest_In_Tech_Gadgets,Interest,Medium,1026,29,8.05,0.28,7.85,0,0,0,-0.0
2024-02-04,Retargeting,Conversion,Set_2,Ad_12,Creative_1,Image,Facebook,Custom_List_Past_Purchasers,Custom_List,Broad,1027,14,6.66,0.48,6.48,0,0,0,0.0
2024-01-09,Video_Views,Awareness,Set_4,Ad_16,Creative_4,Carousel,X,Interest_In_Tech_Gadgets,Interest,Narrow,942,24,15.31,0.64,16.25,17,0,0,0.0
2024-01-20,Retargeting,Conversion,Set_2,Ad_13,Creative_6,Image,X,Custom_List_Past_Purchasers,Custom_List,Broad,965,19,13.75,0.72,14.25,0,0,0,0.0
2024-01-22,Brand_Awareness,Awareness,Set_3,Ad_3,Creative_3,Image,LinkedIn,Interest_In_Sustainable_Fashion,Interest,Medium,1040,24,20.18,0.84,19.4,0,0,0,0.0
2024-03-03,Traffic,Consideration,Set_3,Ad_5,Creative_9,Video,LinkedIn,Broad_35-54_UK,Broad,Broad,967,3,1.72,0.57,1.78,0,0,0,0.0
2024-01-06,Retargeting,Conversion,Set_1,Ad_7,Creative_2,Carousel,Instagram,Interest_In_Sustainable_Fashion,Interest,Broad,998,12,6.98,0.58,6.99,0,0,0,0.0
2024-01-03,Traffic,Consideration,Set_1,Ad_15,Creative_10,Carousel,Facebook,Broad_18-34_US,Broad,Broad,1036,31,15.79,0.51,15.24,0,0,0,0.0
2024-01-13,Traffic,Consideration,Set_3,Ad_10,Creative_6,Carousel,LinkedIn,Custom_List_Past_Purchasers,Custom_List,Broad,1036,7,2.87,0.41,2.77,0,0,0,0.0
2024-01-31,Traffic,Consideration,Set_1,Ad_3,Creative_10,Video,Instagram,Retargeting_Cart_Abandoners,Retargeting,Broad,987,14,6.49,0.46,6.58,0,0,0,0.0
2024-01-22,Retargeting,Conversion,Set_2,Ad_16,Creative_10,Video,Instagram,Lookalike_Recent_Purchasers,Lookalike,Narrow,973,1,0.38,0.38,0.39,0,0,0,0.0
2024-02-13,Traffic,Consideration,Set_2,Ad_4,Creative_3,Video,Facebook,Retargeting_Product_Viewers,Retargeting,Broad,990,14,6.51,0.46,6.58,0,0,0,0.0
2024-01-06,Traffic,Consideration,Set_1,Ad_14,Creative_1,Video,X,Broad_18-34_US,Broad,Broad,1015,32,23.99,0.75,23.64,0,1,2,57.4
2024-01-19,Brand_Awareness,Awareness,Set_2,Ad_18,Creative_7,Image,Facebook,Retargeting_Product_Viewers,Retargeting,Narrow,993,6,1.05,0.18,1.06,0,0,0,0.0
2024-01-01,Conversions,Conversion,Set_3,Ad_3,Creative_9,Image,Facebook,Lookalike_Top_Spenders,Lookalike,Narrow,927,34,13.77,0.4,14.85,0,1,1,74.76
2024-01-06,Traffic,Consideration,Set_3,Ad_3,Creative_8,Image,X,Lookalike_Top_Spenders,Lookalike,Broad,1018,20,17.52,0.88,17.21,0,0,0,0.0
2024-01-24,Brand_Awareness,Awareness,Set_2,Ad_17,Creative_9,Video,X,Interest_In_Luxury_Travel,Interest,Narrow,996,27,22.95,0.85,23.04,0,0,1,22.88
2024-01-13,Retargeting,Conversion,Set_4,Ad_7,Creative_10,Video,Instagram,Broad_18-34_US,Broad,Narrow,1027,21,21.04,1.0,20.49,0,0,1,18.72
2024-01-24,Video_Views,Awareness,Set_4,Ad_1,Creative_5,Image,Instagram,Custom_List_Newsletter_Subscribers,Custom_List,Narrow,983,27,14.84,0.55,15.1,13,0,0,0.0
2024-01-14,Traffic,Consideration,Set_3,Ad_16,Creative_5,Image,X,Interest_In_Sustainable_Fashion,Interest,Broad,948,25,21.89,0.88,23.09,0,0,0,0.0
2024-02-21,Conversions,Conversion,Set_2,Ad_4,Creative_1,Image,Facebook,Interest_In_Luxury_Travel,Interest,Medium,973,13,5.92,0.46,6.08,0,0,0,0.0
2024-02-12,Brand_Awareness,Awareness,Set_3,Ad_13,Creative_5,Carousel,Facebook,Lookalike_Recent_Purchasers,Lookalike,Narrow,953,9,1.1,0.12,1.15,0,0,0,0.0
2024-02-28,Brand_Awareness,Awareness,Set_2,Ad_4,Creative_8,Video,Instagram,Interest_In_Tech_Gadgets,Interest,Medium,999,16,10.42,0.65,10.43,0,0,0,0.0
2024-02-03,Video_Views,Awareness,Set_3,Ad_5,Creative_3,Image,Facebook,Custom_List_Past_Purchasers,Custom_List,Medium,970,24,10.81,0.45,11.14,13,0,0,0.0
2024-02-24,Traffic,Consideration,Set_3,Ad_14,Creative_8,Image,LinkedIn,Interest_In_Home_Fitness,Interest,Broad,1031,48,21.52,0.45,20.87,0,0,0,0.0
2024-01-11,Retargeting,Conversion,Set_1,Ad_17,Creative_9,Carousel,TikTok,Broad_18-34_US,Broad,Broad,1022,27,25.49,0.94,24.94,0,0,1,19.19
2024-03-04,Retargeting,Conversion,Set_4,Ad_16,Creative_6,Video,LinkedIn,Retargeting_Cart_Abandoners,Retargeting,Broad,1005,34,18.3,0.54,18.21,0,0,0,0.0
2024-01-06,Brand_Awareness,Awareness,Set_2,Ad_17,Creative_3,Image,LinkedIn,Retargeting_Cart_Abandoners,Retargeting,Broad,999,17,13.88,0.82,13.89,0,0,0,0.0
2024-01-29,Traffic,Consideration,Set_1,Ad_18,Creative_3,Video,TikTok,Interest_In_Sustainable_Fashion,Interest,Broad,937,28,5.17,0.18,5.52,0,0,0,0.0
2024-01-14,Brand_Awareness,Awareness,Set_3,Ad_17,Creative_6,Video,LinkedIn,Interest_In_Sustainable_Fashion,Interest,Narrow,986,9,6.17,0.69,6.26,0,0,0,0.0
2024-01-18,Brand_Awareness,Awareness,Set_3,Ad_11,Creative_9,Video,X,Custom_List_Past_Purchasers,Custom_List,Broad,996,11,8.79,0.8,8.83,0,0,0,0.0
2024-01-05,Brand_Awareness,Awareness,Set_4,Ad_8,Creative_1,Carousel,X,Lookalike_Recent_Purchasers,Lookalike,Broad,1022,33,14.9,0.45,14.58,0,0,1,30.05
2024-01-05,Retargeting,Conversion,Set_4,Ad_10,Creative_2,Carousel,Facebook,Interest_In_Sustainable_Fashion,Interest,Broad,1014,22,4.58,0.21,4.52,0,0,0,0.0
2024-01-13,Conversions,Conversion,Set_4,Ad_11,Creative_10,Image,TikTok,Interest_In_Tech_Gadgets,Interest,Broad,1050,14,7.69,0.55,7.32,0,0,0,0.0
2024-01-28,Brand_Awareness,Awareness,Set_3,Ad_8,Creative_6,Image,LinkedIn,Custom_List_Past_Purchasers,Custom_List,Narrow,984,21,7.75,0.37,7.88,0,0,0,0.0
2024-01-12,Conversions,Conversion,Set_3,Ad_20,Creative_3,Carousel,Instagram,Broad_18-34_US,Broad,Narrow,983,31,5.3,0.17,5.39,0,1,1,61.41
2024-02-27,Retargeting,Conversion,Set_1,Ad_19,Creative_4,Video,X,Interest_In_Organic_Food,Interest,Narrow,976,11,6.41,0.58,6.57,0,0,1,17.06
2024-01-03,Video_Views,Awareness,Set_3,Ad_14,Creative_8,Image,LinkedIn,Lookalike_Top_Spenders,Lookalike,Narrow,1019,28,15.7,0.56,15.41,13,0,0,0.0
2024-03-15,Brand_Awareness,Awareness,Set_3,Ad_7,Creative_3,Video,LinkedIn,Retargeting_Product_Viewers,Retargeting,Broad,1037,21,13.77,0.66,13.28,0,0,0,0.0
2024-01-04,Brand_Awareness,Awareness,Set_3,Ad_12,Creative_6,Image,X,Custom_List_Past_Purchasers,Custom_List,Medium,994,32,22.99,0.72,23.13,0,0,0,0.0
2024-01-02,Conversions,Conversion,Set_3,Ad_2,Creative_10,Carousel,LinkedIn,Broad_18-34_US,Broad,Broad,1002,25,14.23,0.57,14.2,0,0,0,0.0
2024-01-01,Retargeting,Conversion,Set_4,Ad_15,Creative_10,Carousel,TikTok,Broad_35-54_UK,Broad,Broad,1007,7,2.68,0.38,2.66,0,0,0,0.0
2024-02-09,Traffic,Consideration,Set_2,Ad_4,Creative_3,Video,Facebook,Custom_List_Past_Purchasers,Custom_List,Narrow,1024,25,9.15,0.37,8.94,0,0,1,10.31
2024-04-06,Brand_Awareness,Awareness,Set_3,Ad_1,Creative_2,Image,TikTok,Interest_In_Organic_Food,Interest,Medium,1005,6,3.05,0.51,3.03,0,0,0,0.0
2024-02-25,Traffic,Consideration,Set_3,Ad_13,Creative_8,Video,Facebook,Custom_List_Past_Purchasers,Custom_List,Medium,1012,30,15.51,0.52,15.33,0,0,1,11.15
2024-01-20,Video_Views,Awareness,Set_1,Ad_9,Creative_9,Video,Facebook,Lookalike_Top_Spenders,Lookalike,Broad,1017,31,15.39,0.5,15.13,22,0,1,11.9
2024-04-18,Retargeting,Conversion,Set_4,Ad_16,Creative_5,Video,Facebook,Retargeting_Product_Viewers,Retargeting,Medium,1027,22,5.87,0.27,5.72,0,0,0,0.0
2024-01-10,Traffic,Consideration,Set_4,Ad_5,Creative_5,Image,X,Interest_In_Organic_Food,Interest,Medium,980,12,8.63,0.72,8.81,0,0,0,0.0
2024-01-24,Video_Views,Awareness,Set_4,Ad_16,Creative_9,Image,Facebook,Lookalike_Recent_Purchasers,Lookalike,Narrow,968,21,7.76,0.37,8.02,16,0,1,13.01
2024-02-02,Retargeting,Conversion,Set_4,Ad_1,Creative_8,Video,Instagram,Interest_In_Sustainable_Fashion,Interest,Narrow,959,7,2.65,0.38,2.76,0,0,0,0.0
2024-02-09,Brand_Awareness,Awareness,Set_3,Ad_10,Creative_4,Video,Instagram,Broad_18-34_US,Broad,Narrow,1007,11,3.62,0.33,3.59,0,0,0,0.0
2024-01-07,Traffic,Consideration,Set_3,Ad_13,Creative_10,Carousel,LinkedIn,Broad_18-34_US,Broad,Broad,1004,23,12.78,0.56,12.73,0,0,0,0.0
2024-01-27,Retargeting,Conversion,Set_3,Ad_20,Creative_1,Carousel,Facebook,Broad_18-34_US,Broad,Narrow,988,24,3.13,0.13,3.17,0,0,0,0.0
2024-01-24,Conversions,Conversion,Set_2,Ad_17,Creative_10,Video,Facebook,Broad_18-34_US,Broad,Medium,1020,29,19.37,0.67,18.99,0,1,1,48.76
2024-02-29,Video_Views,Awareness,Set_2,Ad_9,Creative_5,Image,LinkedIn,Broad_35-54_UK,Broad,Broad,978,26,18.1,0.7,18.51,26,0,0,0.0
2024-01-10,Retargeting,Conversion,Set_1,Ad_10,Creative_4,Carousel,TikTok,Lookalike_Recent_Purchasers,Lookalike,Narrow,944,25,7.84,0.31,8.31,0,0,0,0.0
2024-01-04,Brand_Awareness,Awareness,Set_1,Ad_17,Creative_3,Image,LinkedIn,Broad_18-34_US,Broad,Medium,1002,13,5.69,0.44,5.68,0,0,0,-0.0
2024-02-21,Traffic,Consideration,Set_1,Ad_9,Creative_2,Video,X,Custom_List_Past_Purchasers,Custom_List,Medium,1029,27,17.91,0.66,17.41,0,0,1,28.0
2024-01-22,Video_Views,Awareness,Set_1,Ad_6,Creative_8,Image,LinkedIn,Interest_In_Tech_Gadgets,Interest,Broad,1032,15,9.1,0.61,8.82,5,0,0,0.0
2024-01-27,Brand_Awareness,Awareness,Set_1,Ad_8,Creative_4,Video,X,Interest_In_Sustainable_Fashion,Interest,Medium,1028,29,24.22,0.84,23.56,0,0,0,0.0
2024-01-15,Traffic,Consideration,Set_3,Ad_13,Creative_6,Carousel,LinkedIn,Interest_In_Organic_Food,Interest,Narrow,1013,30,28.78,0.96,28.41,0,0,0,0.0
2024-01-04,Traffic,Consideration,Set_4,Ad_5,Creative_3,Carousel,X,Lookalike_Recent_Purchasers,Lookalike,Broad,960,8,5.05,0.63,5.26,0,0,0,0.0
2024-01-29,Traffic,Consideration,Set_1,Ad_3,Creative_2,Carousel,X,Interest_In_Organic_Food,Interest,Narrow,985,5,3.76,0.75,3.82,0,0,0,0.0
2024-02-15,Brand_Awareness,Awareness,Set_1,Ad_5,Creative_2,Video,Facebook,Interest_In_Luxury_Travel,Interest,Narrow,982,34,11.78,0.35,12.0,0,0,0,0.0
2024-01-02,Traffic,Consideration,Set_4,Ad_19,Creative_3,Video,Instagram,Lookalike_Top_Spenders,Lookalike,Narrow,1017,4,1.22,0.3,1.2,0,0,0,0.0
